Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserSimilarWordsFromDatabase,33,3,1,520,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserSimilarWord
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserBooksFromDatabase,33,3,1,552,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserBook
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserUrlsFromDatabase,33,3,1,584,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserUrl
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserTextsFromDatabase,33,3,1,616,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.UserText; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,isMyNewWord,25,3,2,648,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,deleteMyNewWord,21,2,2,672,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getMyNewWordsFromDatabase,31,3,1,692,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.MyNewWord
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserWordsFromDatabase,33,3,1,722,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserWord
superword,org.apdplat.superword.tools,MySQLUtils,saveUserSimilarWordToDatabase,3,1,1,754,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserSimilarWordToDatabase,23,2,1,758,0,org.apdplat.superword.model.UserSimilarWord,org.apdplat.superword.model.UserSimilarWord; org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,saveUserDynamicPrefixToDatabase,3,1,1,780,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserDynamicPrefixToDatabase,23,2,1,784,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.UserDynamicPrefix; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,saveUserDynamicSuffixToDatabase,3,1,1,806,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserDynamicSuffixToDatabase,23,2,1,810,0,org.apdplat.superword.model.UserDynamicSuffix,org.apdplat.superword.model.UserDynamicSuffix; org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,saveUserBookToDatabase,3,1,1,832,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserBookToDatabase,23,2,1,836,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserBook
superword,org.apdplat.superword.tools,MySQLUtils,saveUserUrlToDatabase,3,1,1,858,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserUrlToDatabase,23,2,1,862,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserUrl
superword,org.apdplat.superword.tools,MySQLUtils,saveUserTextToDatabase,3,1,1,884,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserTextToDatabase,23,2,1,888,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserText
superword,org.apdplat.superword.tools,MySQLUtils,saveWrongWordsInQuizToMyNewWords,17,4,1,910,0,org.apdplat.superword.model.HistoryRecord,org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.User; org.apdplat.superword.model.MyNewWord; org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,saveMyNewWordsToDatabase,3,1,1,934,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveMyNewWordsToDatabase,22,2,1,938,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.MyNewWord
superword,org.apdplat.superword.tools,MySQLUtils,saveUserWordToDatabase,3,1,1,959,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,_saveUserWordToDatabase,22,2,1,963,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.UserWord; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,getConnection,10,1,0,984,0,,
superword,org.apdplat.superword.tools,MySQLUtils,setupDataSource,8,1,3,994,0,,
superword,org.apdplat.superword.tools,MySQLUtils,close,3,1,1,1036,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,close,3,1,2,1040,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,close,19,4,3,1044,0,,
superword,org.apdplat.superword.tools,MySQLUtils,close,3,1,2,1063,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,close,3,1,1,1067,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,MD5,14,2,1,1070,0,,
superword,org.apdplat.superword.tools,MySQLUtils,main,8,1,1,1083,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserWord
superword,org.apdplat.superword.tools,MySQLUtils,processQQUser,13,4,1,1093,0,org.apdplat.superword.model.User,org.apdplat.superword.model.User; org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,saveQQUser,30,2,1,1107,0,org.apdplat.superword.model.QQUser,org.apdplat.superword.model.QQUser; org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.User
superword,org.apdplat.superword.tools,Summary,summaryForPreciousWords,3,1,3,44,0,,
superword,org.apdplat.superword.tools,Summary,summaryForPreciousWords,14,3,4,47,0,org.apdplat.superword.tools.Summary,org.apdplat.superword.tools.Summary
superword,org.apdplat.superword.tools,Summary,preciousWords,4,1,2,63,0,,
superword,org.apdplat.superword.tools,Summary,preciousWords,16,2,2,68,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,Summary,toHtmlFragment,3,1,1,93,0,org.apdplat.superword.tools.Summary,org.apdplat.superword.tools.Summary
superword,org.apdplat.superword.tools,Summary,toHtmlFragment,44,5,2,96,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.tools,Summary,findEvidence,51,5,4,153,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,Summary,visitFile,35,5,2,169,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,Summary,summary,7,1,0,217,0,org.apdplat.superword.tools.Summary,org.apdplat.superword.tools.Summary
superword,org.apdplat.superword.tools,Summary,summary,6,1,3,244,0,org.apdplat.superword.tools.Summary,org.apdplat.superword.tools.Summary
superword,org.apdplat.superword.tools,Summary,main,12,2,1,252,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.tools,WordsFetcher,WordsFetcher,2,1,0,42,0,,
superword,org.apdplat.superword.tools,WordsFetcher,updatePrimarySchool,32,1,0,55,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateJuniorSchool,28,1,0,93,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateSeniorSchool,17,1,0,130,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateUniversity,8,1,0,153,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateNewConception,6,1,0,165,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateCET4,4,1,0,174,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateCET6,4,1,0,178,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateKY,4,1,0,182,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateTOEFL,3,1,0,186,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateIELTS,3,1,0,189,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateGRE,3,1,0,192,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateGMAT,5,1,0,195,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateTOEIC,3,1,0,200,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateSAT,3,1,0,203,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateBEC,4,1,0,206,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateADULT,11,1,0,210,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateMBA,3,1,0,221,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateTEM4,3,1,0,224,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateTEM8,3,1,0,227,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateCATTI,5,1,0,230,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateComputer,3,1,0,236,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,updateOther,46,1,0,243,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.tools,WordsFetcher,update,17,1,3,306,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordsFetcher,fetch,20,4,2,326,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher; org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,WordsFetcher,parse,16,3,1,349,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.tools,WordsFetcher,getContent,13,1,1,365,0,,
superword,org.apdplat.superword.tools,WordsFetcher,main,24,1,1,386,0,org.apdplat.superword.tools.WordsFetcher,org.apdplat.superword.tools.WordsFetcher
superword,org.apdplat.superword.freemarker,TemplateUtils,TemplateUtils,2,1,0,21,0,,
superword,org.apdplat.superword.freemarker,TemplateUtils,getIdentifyQuizFailure,3,1,1,38,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,getIdentifyQuizForm,3,1,1,47,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,getVocabularyTestForm,3,1,1,56,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,getVocabularyTestResult,3,1,1,65,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,getWordDefinition,3,1,1,74,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,getDefinitionSimilarResult,3,1,1,104,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils
superword,org.apdplat.superword.freemarker,TemplateUtils,merge,12,1,2,118,0,,
superword,org.apdplat.superword.freemarker,TemplateUtils,main,17,1,1,130,0,org.apdplat.superword.freemarker.TemplateUtils,org.apdplat.superword.freemarker.TemplateUtils; org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.system,WordsFilter,destroy,2,1,0,34,0,,
superword,org.apdplat.superword.system,WordsFilter,doFilter,29,6,3,37,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.system,WordsFilter,init,2,1,1,67,0,,
superword,org.apdplat.superword.system,InstantTipServlet,doPost,3,1,2,36,0,org.apdplat.superword.system.InstantTipServlet,org.apdplat.superword.system.InstantTipServlet
superword,org.apdplat.superword.system,InstantTipServlet,doGet,11,2,2,40,0,org.apdplat.superword.system.InstantTip,org.apdplat.superword.system.InstantTip
superword,org.apdplat.superword.system,AntiRobotFilter,destroy,2,1,0,62,0,,
superword,org.apdplat.superword.system,AntiRobotFilter,getKey,6,1,1,65,0,org.apdplat.superword.model.User,org.apdplat.superword.model.User
superword,org.apdplat.superword.system,AntiRobotFilter,doFilter,98,16,3,72,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.freemarker.TemplateUtils; org.apdplat.superword.system.AntiRobotFilter; org.apdplat.superword.model.Word
superword,org.apdplat.superword.system,AntiRobotFilter,init,40,5,1,197,0,org.apdplat.superword.tools.IPUtils,org.apdplat.superword.tools.IPUtils
superword,org.apdplat.superword.system,AntiRobotFilter,getData,11,3,0,240,0,,
superword,org.apdplat.superword.system,AntiRobotFilter,main,5,1,1,257,0,,
superword,org.apdplat.superword.system,HistoryFilter,destroy,2,1,0,33,0,,
superword,org.apdplat.superword.system,HistoryFilter,doFilter,18,2,3,36,0,,
superword,org.apdplat.superword.system,HistoryFilter,init,2,1,1,61,0,,
superword,org.apdplat.superword.system,ViewWordServlet,doPost,3,1,2,36,0,org.apdplat.superword.system.ViewWordServlet,org.apdplat.superword.system.ViewWordServlet
superword,org.apdplat.superword.system,ViewWordServlet,doGet,3,1,2,40,0,org.apdplat.superword.system.ViewWordServlet,org.apdplat.superword.system.ViewWordServlet
superword,org.apdplat.superword.system,ViewWordServlet,doIt,15,2,2,44,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.User; org.apdplat.superword.model.UserWord
superword,org.apdplat.superword.system,InstantTip,getWordsByPrefix,16,4,1,49,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.system,InstantTip,main,3,1,1,66,0,org.apdplat.superword.system.InstantTip,org.apdplat.superword.system.InstantTip
superword,org.apdplat.superword.system.qq,IndexServlet,doGet,9,1,2,30,0,,
superword,org.apdplat.superword.system.qq,IndexServlet,doPost,3,1,2,39,0,org.apdplat.superword.system.qq.IndexServlet,org.apdplat.superword.system.qq.IndexServlet
superword,org.apdplat.superword.system.qq,AfterLoginRedirectServlet,doGet,3,1,2,38,0,org.apdplat.superword.system.qq.AfterLoginRedirectServlet,org.apdplat.superword.system.qq.AfterLoginRedirectServlet
superword,org.apdplat.superword.system.qq,AfterLoginRedirectServlet,doPost,52,8,2,42,0,org.apdplat.superword.model.QQUser,org.apdplat.superword.model.QQUser; org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.User
superword,org.apdplat.superword.model,QQUser,getNickname,3,1,0,34,0,,
superword,org.apdplat.superword.model,QQUser,setNickname,3,1,1,38,0,,
superword,org.apdplat.superword.model,QQUser,getGender,3,1,0,42,0,,
superword,org.apdplat.superword.model,QQUser,setGender,3,1,1,46,0,,
superword,org.apdplat.superword.model,QQUser,getBirthday,3,1,0,50,0,,
superword,org.apdplat.superword.model,QQUser,setBirthday,3,1,1,54,0,,
superword,org.apdplat.superword.model,QQUser,getLocation,3,1,0,58,0,,
superword,org.apdplat.superword.model,QQUser,setLocation,3,1,1,62,0,,
superword,org.apdplat.superword.model,QQUser,getAvatarURL30,3,1,0,66,0,,
superword,org.apdplat.superword.model,QQUser,setAvatarURL30,3,1,1,70,0,,
superword,org.apdplat.superword.model,QQUser,getAvatarURL50,3,1,0,74,0,,
superword,org.apdplat.superword.model,QQUser,setAvatarURL50,3,1,1,78,0,,
superword,org.apdplat.superword.model,QQUser,getAvatarURL100,3,1,0,82,0,,
superword,org.apdplat.superword.model,QQUser,setAvatarURL100,3,1,1,86,0,,
superword,org.apdplat.superword.model,QQUser,toString,3,1,0,90,0,,
superword,org.apdplat.superword.model,MyNewWord,getWord,3,1,0,28,0,,
superword,org.apdplat.superword.model,MyNewWord,setWord,3,1,1,32,0,,
superword,org.apdplat.superword.model,MyNewWord,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,Prefix,Prefix,2,1,0,31,0,,
superword,org.apdplat.superword.model,Prefix,Prefix,4,1,2,32,0,,
superword,org.apdplat.superword.model,Prefix,getDes,3,1,0,37,0,,
superword,org.apdplat.superword.model,Prefix,setDes,3,1,1,41,0,,
superword,org.apdplat.superword.model,Prefix,getPrefix,3,1,0,45,0,,
superword,org.apdplat.superword.model,Prefix,setPrefix,3,1,1,49,0,,
superword,org.apdplat.superword.model,Prefix,compareTo,19,6,1,53,0,org.apdplat.superword.model.Prefix,org.apdplat.superword.model.Prefix
superword,org.apdplat.superword.model,Prefix,equals,7,4,1,74,0,,
superword,org.apdplat.superword.model,Prefix,hashCode,3,1,0,86,0,,
superword,org.apdplat.superword.model,UserDynamicPrefix,getDynamicPrefix,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserDynamicPrefix,setDynamicPrefix,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserDynamicPrefix,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,getTitle,3,1,0,36,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,setTitle,3,1,1,40,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,getDes,3,1,0,44,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,setDes,3,1,1,48,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,getWords,3,1,0,52,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,addWord,3,1,1,56,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,removeWord,3,1,1,60,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,toString,6,1,0,64,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,SynonymDiscrimination,compareTo,19,6,1,72,0,org.apdplat.superword.model.SynonymDiscrimination,org.apdplat.superword.model.SynonymDiscrimination
superword,org.apdplat.superword.model,SynonymDiscrimination,equals,7,4,1,93,0,,
superword,org.apdplat.superword.model,SynonymDiscrimination,hashCode,3,1,0,105,0,,
superword,org.apdplat.superword.model,Word,Word,2,1,0,37,0,,
superword,org.apdplat.superword.model,Word,Word,4,1,2,38,0,,
superword,org.apdplat.superword.model,Word,getMeaning,3,1,0,43,0,,
superword,org.apdplat.superword.model,Word,setMeaning,3,1,1,47,0,,
superword,org.apdplat.superword.model,Word,getWord,3,1,0,51,0,,
superword,org.apdplat.superword.model,Word,setWord,3,1,1,55,0,,
superword,org.apdplat.superword.model,Word,getDefinitions,3,1,0,59,0,,
superword,org.apdplat.superword.model,Word,addDefinition,3,1,1,63,0,,
superword,org.apdplat.superword.model,Word,removeDefinition,3,1,1,67,0,,
superword,org.apdplat.superword.model,Word,getPartOfSpeeches,3,1,0,71,0,,
superword,org.apdplat.superword.model,Word,getFormatPartOfSpeeches,9,2,0,75,0,,
superword,org.apdplat.superword.model,Word,addPartOfSpeech,3,1,1,85,0,,
superword,org.apdplat.superword.model,Word,removePartOfSpeech,3,1,1,89,0,,
superword,org.apdplat.superword.model,Word,toString,3,1,0,93,0,,
superword,org.apdplat.superword.model,Word,compareTo,19,6,1,98,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,Word,equals,7,4,1,119,0,,
superword,org.apdplat.superword.model,Word,hashCode,3,1,0,131,0,,
superword,org.apdplat.superword.model,User,getId,3,1,0,36,0,,
superword,org.apdplat.superword.model,User,setId,3,1,1,40,0,,
superword,org.apdplat.superword.model,User,getUserName,3,1,0,44,0,,
superword,org.apdplat.superword.model,User,setUserName,3,1,1,48,0,,
superword,org.apdplat.superword.model,User,getPassword,3,1,0,52,0,,
superword,org.apdplat.superword.model,User,setPassword,3,1,1,56,0,,
superword,org.apdplat.superword.model,User,getDateTime,3,1,0,60,0,,
superword,org.apdplat.superword.model,User,getDateTimeString,3,1,0,64,0,,
superword,org.apdplat.superword.model,User,setDateTime,3,1,1,68,0,,
superword,org.apdplat.superword.model,User,toString,3,1,0,72,0,,
superword,org.apdplat.superword.model,UserBook,getBook,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserBook,setBook,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserBook,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,ComplexPrefix,ComplexPrefix,4,1,2,36,0,,
superword,org.apdplat.superword.model,ComplexPrefix,simplify,12,3,0,41,0,,
superword,org.apdplat.superword.model,UserSimilarWord,getSimilarWord,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserSimilarWord,setSimilarWord,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserSimilarWord,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,Quiz,Quiz,2,1,0,46,0,,
superword,org.apdplat.superword.model,Quiz,getConsumedTime,3,1,0,48,0,org.apdplat.superword.tools.TimeUtils,org.apdplat.superword.tools.TimeUtils
superword,org.apdplat.superword.model,Quiz,getRightCount,9,3,0,52,0,org.apdplat.superword.model.Quiz,org.apdplat.superword.model.Quiz; org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,Quiz,getWrongCount,9,3,0,62,0,org.apdplat.superword.model.Quiz,org.apdplat.superword.model.Quiz; org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,Quiz,getEvaluationCount,39,8,0,72,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,Quiz,getQuizItem,6,2,0,130,0,,
superword,org.apdplat.superword.model,Quiz,step,3,1,0,137,0,,
superword,org.apdplat.superword.model,Quiz,answer,10,3,2,141,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,Quiz,buildQuiz,68,1,1,152,0,org.apdplat.superword.model.Quiz,org.apdplat.superword.model.Quiz; org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.model,Quiz,build,27,6,5,233,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,Quiz,size,3,1,0,260,0,,
superword,org.apdplat.superword.model,Quiz,getQuizItems,3,1,0,264,0,,
superword,org.apdplat.superword.model,Quiz,print,8,1,0,268,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Quiz; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,HistoryRecord,getDateTimeString,3,1,0,35,0,,
superword,org.apdplat.superword.model,HistoryRecord,getDateTime,3,1,0,39,0,,
superword,org.apdplat.superword.model,HistoryRecord,setDateTime,3,1,1,43,0,,
superword,org.apdplat.superword.model,HistoryRecord,getId,3,1,0,47,0,,
superword,org.apdplat.superword.model,HistoryRecord,setId,3,1,1,51,0,,
superword,org.apdplat.superword.model,HistoryRecord,getUserName,3,1,0,55,0,,
superword,org.apdplat.superword.model,HistoryRecord,setUserName,3,1,1,59,0,,
superword,org.apdplat.superword.model,QuizItem,QuizItem,2,1,0,42,0,,
superword,org.apdplat.superword.model,QuizItem,getWordLink,3,1,0,44,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,setLevel,3,1,1,48,0,,
superword,org.apdplat.superword.model,QuizItem,getLevel,3,1,0,52,0,,
superword,org.apdplat.superword.model,QuizItem,setAnswer,3,1,1,56,0,,
superword,org.apdplat.superword.model,QuizItem,getAnswer,3,1,0,60,0,,
superword,org.apdplat.superword.model,QuizItem,isRight,6,2,0,64,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,getDefinition,25,8,2,71,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.model,QuizItem,buildIdentifyHumanQuiz,11,3,1,98,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,buildQuizItem,3,1,3,114,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,QuizItem,buildQuizItem,28,6,4,118,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Word
